"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","6.1",5,3261,"Aftertreatment 2 Intake Gas Sensor Heater Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the heater of the intake exhaust gas sensor, either NOx or O2, by the manufacturer’s sensor control software in exhaust bank 2.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","6.6",2,3262,"Aftertreatment 2 Intake Gas Sensor Heater Control","Indicates the heater status in the warm-up process.  Upon receiving a power-up command, the gas sensor ramps up according to a manufacturer defined profile.  The Preheat 1, Preheat 2, and Automatic messages are regions within this profile in exhaust bank 2. (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Automatic
01 - Preheat 2
10 - Preheat 1
11 - Heater off","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","7.1",5,3263,"Aftertreatment 2 Intake NOx Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment intake NOx sensor by the manufacturer’s sensor control software in exhaust bank 2.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","8.1",5,3264,"Aftertreatment 2 Intake Oxygen Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment intake oxygen sensor by the manufacturer’s sensor control software in exhaust bank 2.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","1-2",16,3265,"Aftertreatment 2 Outlet NOx","The amount of combined NO and NO2 in the exhaust entering the aftertreatment system measured by a NOx sensor at the aftertreatment outlet, represented in NOx molecule parts per million non-NOx molecules in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","-200 to 3012.75 ppm",,"0.05 ppm/bit",-200,"ppm",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","3-4",16,3266,"Aftertreatment 2 Outlet %O2","The actual oxidation factor (%O2) of the gas within the exhaust stream.  For positive values, the parameter represents the percent oxygen in excess of the amount required for stoichiometric combustion.  For negative values, the parameter is proportional to the amount of oxygen being pumped by the sensor.  This value is measured by a sensor at the aftertreatment outlet in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

A value of -12% (0x0000) indicates rich, a value of 21% (0xFAFF) indicates lean.  These data points could optionally be used with switching O2 sensors to indicate those states as alternatives to broadcasting the threshold %O2 values. Diagnostic Tools could change display to use the text ""Rich"" or ""Lean"" in place of the implied %O2 values which would also be acceptable for display.","-12% to 21%",,"0.000514 %/bit",-12,"%",4 de mar de 04,"Published",21/02/2007,"Approved","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","5.1",2,3267,"Aftertreatment 2 Outlet Gas Sensor Power In Range"," Indicates that the power supplied to the aftertreatment outlet gas sensor, either NOx or O2, is within the manufacturer’s specification in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","5.3",2,3268,"Aftertreatment 2 Outlet Gas Sensor at Temperature","Indicates that the heater element of the aftertreatment outlet gas sensor, either NOx or O2, is within the manufacturer’s specified range for accurate measurements in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","5.5",2,3269,"Aftertreatment 2 Outlet NOx Reading Stable","Indicates that the NOx reading of the aftertreatment outlet NOx sensor is stable as determined by the manufacturer’s control software in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","5.7",2,3270,"Aftertreatment 2 Outlet Wide-Range % O2 Reading Stable","Indicates that the %O2 reading of the aftertreatment outlet gas sensor, either NOx or O2, is stable as determined by the manufacturer's control software in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","6.1",5,3271,"Aftertreatment 2 Outlet Gas Sensor Heater Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the heater of the outlet exhaust gas sensor, either NOx or O2, by the manufacturer’s sensor control software in exhaust bank 2.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","6.6",2,3272,"Aftertreatment 2 Outlet Gas Sensor Heater Control","Indicates the heater status in the warm-up process.  Upon receiving a power-up command, the gas sensor ramps up according to a manufacturer defined profile.  The Preheat 1, Preheat 2, and Automatic messages are regions within this profile in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Automatic
01 - Preheat 2
10 - Preheat 1
11 - Heater off","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","7.1",5,3273,"Aftertreatment 2 Outlet NOx Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment outlet NOx sensor by the manufacturer’s sensor control software in exhaust bank 2.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.   (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61457,"Aftertreatment 2 Outlet Gas 1","8","50 ms","AT2OG1","8.1",5,3274,"Aftertreatment 2 Outlet Oxygen Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment outlet oxygen sensor by the manufacturer’s sensor control software in exhaust bank 2.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
